Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Purchasing Power Index,Year,Continent
1,Bermuda,141.74,98.96,121.39,142.62,144.74,82.34,2022,North America
2,Switzerland,110.34,50.21,81.73,113.35,104.3,116.19,2022,Europe
3,Bahamas,88.27,38.41,64.55,71.92,94.29,44.22,2022,North America
4,Barbados,87.07,21.16,55.71,81.73,74.5,32.62,2022,North America
5,Iceland,86.59,35.81,62.43,82.44,88.64,82.62,2022,Europe
6,Norway,85.93,30.55,59.59,81.31,87.59,86.27,2022,Europe
7,Jersey,80.38,55.37,68.48,64.52,89.23,68.72,2022,Europe
8,Singapore,79.09,65.09,72.43,71.36,52.2,94.65,2022,Asia
9,Israel,77.28,32.95,56.19,66.45,83.92,73.54,2022,Asia
10,Hong Kong,76.55,67.99,72.48,82.51,53.23,66.93,2022,Asia
11,Denmark,73.09,29.18,52.21,59.94,81.12,99.76,2022,Europe
12,Australia,72.27,35.67,54.86,72.75,64.07,117.56,2022,Oceania
13,Luxembourg,72.15,47.95,60.64,67.3,73.74,96.13,2022,Europe
14,Guernsey,70.88,45.6,58.85,65.92,71.79,70.61,2022,Europe
15,United States of America,69.92,46.86,58.95,70.06,65.75,99.88,2022,North America
16,New Zealand,68.96,29.43,50.15,67.69,63.87,85.02,2022,Oceania
17,Canada,68.78,35.06,52.74,68.1,64.28,101.67,2022,North America
18,Lebanon,68.53,20.71,45.78,68.17,48.91,31.98,2022,Asia
19,Macao,68.39,36.63,53.28,73.6,48.7,72.82,2022,Asia
20,Netherlands,67.71,33.37,51.37,58.11,64.7,99.58,2022,Europe
21,South Korea,66.95,16.47,42.94,84.47,36.82,81.3,2022,Asia
22,Ireland,66.73,44.19,56,54.18,66.72,75.2,2022,Europe
23,France,65.55,24.88,46.2,63.17,63.58,79.61,2022,Europe
24,Puerto Rico,64.58,21.59,44.13,66.06,53.57,65.41,2022,North America
25,Austria,64.11,22.75,44.44,58.04,60.66,75.09,2022,Europe
26,Finland,63.75,21.89,43.83,56.42,63.59,91,2022,Europe
27,Belgium,62.8,21.46,43.14,53.17,65.92,86.27,2022,Europe
28,Japan,62.77,20.85,42.83,66.56,35.57,91.13,2022,Asia
29,Sweden,61.77,23.05,43.35,54.86,62.29,94.93,2022,Europe
30,Qatar,60.56,50.37,55.71,51.61,58.46,98.13,2022,Asia
31,United Kingdom,60.42,30.99,46.42,48.68,63.73,92.86,2022,Europe
32,Germany,59.62,25.98,43.62,48.63,52.44,102.75,2022,Europe
33,Uruguay,59.05,15,38.09,48.69,57.73,28.64,2022,South America
34,Italy,58.47,20.95,40.62,49.91,59.12,58,2022,Europe
35,United Arab Emirates,58.01,37.34,48.18,46.72,53.87,118.94,2022,Asia
36,Malta,57.71,24.68,41.99,50.77,58.76,44.8,2022,Europe
37,Taiwan,55.95,15.41,36.66,66.99,27.04,61.78,2022,Asia
38,Maldives,54.49,27.42,41.61,52.99,32.27,31.8,2022,Asia
39,Cuba,54.02,16.38,36.12,48.39,31.63,1.48,2022,North America
40,Bahrain,53.84,27.61,41.36,43.46,47.34,60.36,2022,Asia
41,Trinidad And Tobago,53.38,14.14,34.71,52.79,50.59,37.35,2022,North America
42,Cyprus,52.48,23.37,38.63,43.18,52.62,54.47,2022,Europe
43,Jamaica,50.75,14.82,33.66,52.61,35.51,26.25,2022,North America
44,Saudi Arabia,50.35,11.29,31.77,42.47,36.67,93.26,2022,Asia
45,Palestine,50.25,9.51,30.87,44.14,37.6,38.81,2022,Asia
46,Greece,50.23,12.4,32.23,39.29,46.17,38.39,2022,Europe
47,Belize,49.55,11.87,31.62,46.24,32.35,41.6,2022,North America
48,Estonia,49.47,14.73,32.94,39.65,47.84,60.41,2022,Europe
49,Panama,48.25,19.51,34.58,47.28,40.15,32.66,2022,North America
50,Oman,48.11,15.39,32.54,45.13,39.78,78.78,2022,Asia
51,Russia,48.07,15.96,32.8,41.19,44.2,42.22,2022,Europe
52,Jordan,47.53,8.92,29.16,39.89,39.37,32.23,2022,Asia
53,Spain,47.51,21.4,35.09,39.45,47.54,77.29,2022,Europe
54,Slovenia,47.3,15.32,32.09,42.06,39.38,57.95,2022,Europe
55,Guyana,46.87,8.44,28.58,50.31,37.08,19.73,2022,South America
56,Kuwait,46,27.68,37.28,33.26,41.99,81.76,2022,Asia
57,Cambodia,45.73,13.97,30.62,46,20.64,13.96,2022,Asia
58,Latvia,45.21,10.02,28.47,35.94,37.89,49.84,2022,Europe
60,Croatia,43.74,11.63,28.47,37.29,36.47,52.79,2022,Europe
61,Costa Rica,43.65,13.31,29.21,42.4,36.29,38.59,2022,North America
62,Brunei,43.37,18.31,31.45,46.37,27.92,87.28,2022,Asia
63,Lithuania,43.1,15.31,29.88,35.36,39.19,55.67,2022,Europe
64,El Salvador,42.94,13.15,28.77,43.23,32.35,20.48,2022,North America
65,Zimbabwe,42.54,9.71,26.92,37.68,34.27,17.34,2022,Africa
66,Portugal,42.18,20.7,31.96,33.8,34.88,47.89,2022,Europe
67,Dominican Republic,41.97,10.29,26.9,38.05,34.35,21.62,2022,North America
68,Venezuela,41.77,8.07,25.74,36.08,42.92,12.72,2022,South America
69,Ethiopia,41.74,17.43,30.18,34.96,19.49,11.02,2022,Africa
70,Guatemala,41.34,14.93,28.77,40.56,29.05,26.88,2022,North America
71,Slovakia,41.03,13.79,28.07,38.25,30.59,53.84,2022,Europe
72,Mauritius,40.68,9.81,26,41.08,30.72,29.27,2022,Africa
73,China,40.31,22.13,31.66,42.89,29.01,56.24,2022,Asia
74,Fiji,39.37,15.1,27.83,44.1,32.22,38.72,2022,Oceania
75,Armenia,38.96,17.55,28.77,33.94,32.17,26.04,2022,Asia
76,Honduras,38.91,9.11,24.73,33.78,26.18,31.41,2022,North America
77,Thailand,38.62,12.54,26.21,40.5,19.81,30.82,2022,Asia
79,South Africa,37.94,14.76,26.91,31.09,35.01,77.84,2022,Africa
80,Bulgaria,37.58,9.57,24.26,33.51,31.81,46.9,2022,Europe
81,Nicaragua,37.17,8.17,23.37,35.71,25.12,19.61,2022,North America
82,Chile,37.16,11.41,24.91,34.1,33.68,35.79,2022,South America
83,Botswana,36.52,8.33,23.11,32.46,37.38,59.92,2022,Africa
84,Iran,36.49,16.41,26.94,28.03,25.36,18.03,2022,Asia
85,Ecuador,35.73,9.73,23.36,32.95,25.81,33.55,2022,South America
86,Namibia,35.59,11.56,24.16,32.98,37.44,50.99,2022,Africa
87,Vietnam,35.59,11.73,24.24,36.37,18.24,28.18,2022,Asia
88,Mexico,35.14,12.05,24.15,34.85,31.94,41.1,2022,North America
89,Poland,35.06,14.15,25.12,28.39,31.4,60.65,2022,Europe
90,Romania,34.93,9.98,23.06,30.54,29.74,48.84,2022,Europe
91,Georgia,34.85,15.45,25.62,30.42,32.14,25.13,2022,Asia
92,Brazil,34.81,8.46,22.28,29.99,25.58,27.28,2022,South America
93,Montenegro,34.74,11.05,23.47,29.19,27.5,37.23,2022,Europe
94,Hungary,34.64,11.13,23.46,30.85,28.23,53.24,2022,Europe
95,Malaysia,34.41,9.73,22.67,37.1,19.85,59.41,2022,Asia
96,Mongolia,33.69,9.1,21.99,34.51,26.39,23.62,2022,Asia
97,Philippines,33.62,10.34,22.55,33.61,20.08,20.06,2022,Asia
98,Albania,33.6,8.22,21.53,27.65,22.94,28.65,2022,Europe
99,Kenya,33.36,7.49,21.05,31.39,28.15,32.19,2022,Africa
100,Serbia,33.35,7.54,21.07,26.79,27.18,41.56,2022,Europe
101,Myanmar,33.14,19.26,26.54,35.62,18.18,28.1,2022,Asia
102,Bolivia,32.57,8.54,21.14,29.14,22.99,36.5,2022,South America
103,Cameroon,32.5,5.49,19.65,33.26,21.47,16.95,2022,Africa
104,Bosnia And Herzegovina,32.24,5.31,19.42,28.57,20.8,46.51,2022,Europe
105,Indonesia,32.2,8.2,20.78,35.14,16.73,25.52,2022,Asia
106,Argentina,32.13,6.88,20.12,26.83,27.99,33.64,2022,South America
107,Somalia,31.92,5.03,19.13,35,24.82,30.7,2022,Africa
108,Iraq,31.81,9.44,21.17,27.78,25.89,43.58,2022,Asia
109,Uganda,31.41,9.03,20.76,28.69,22.04,11.76,2022,Africa
110,Rwanda,30.82,13.39,22.53,26.69,25.02,26.3,2022,Africa
111,Peru,30.74,10.18,20.95,29.23,20.23,28.52,2022,South America
112,Ukraine,30.7,10.79,21.22,27.11,26.24,36.29,2022,Europe
113,Paraguay,30.24,9.52,20.38,26.15,22.37,25.45,2022,South America
114,Tanzania,30.13,10.09,20.6,28.2,21.42,17.67,2022,Africa
115,Nigeria,30.01,32.85,31.36,33.07,20,8.25,2022,Africa
116,Ghana,29.98,17.93,24.25,31.08,22.73,17.06,2022,Africa
117,Morocco,29.71,7.27,19.03,26.43,20.4,32.67,2022,Africa
118,Bangladesh,29.28,3.57,17.05,27.95,17.55,25.34,2022,Asia
119,Moldova,28.92,7.4,18.68,24.44,23.96,33.37,2022,Europe
120,North Macedonia,28.51,5.05,17.35,24.75,19.43,35.57,2022,Europe
121,Turkey,28.38,6.48,17.96,23.7,17.25,28.04,2022,Asia
122,Azerbaijan,28.33,6.4,17.9,25.66,24.95,29.36,2022,Asia
123,Kazakhstan,26.45,8.39,17.86,23.73,25.19,35.23,2022,Asia
124,Belarus,26.39,8.32,17.8,24.17,25.8,32.31,2022,Europe
125,Uzbekistan,26.3,9.84,18.47,25.31,22.58,24.06,2022,Asia
126,Egypt,26.27,5.49,16.39,24.62,22.05,21.72,2022,Africa
127,Nepal,26.18,3.79,15.53,24.61,18.1,19.97,2022,Asia
128,Kyrgyzstan,25.83,7.63,17.17,25.43,21.08,23.94,2022,Asia
129,Syria,25.82,4.44,15.65,23.66,18.27,5.72,2022,Asia
130,Tunisia,25.48,4.89,15.69,24.91,14.13,28.62,2022,Africa
131,Colombia,25.23,7.82,16.95,22.98,18.3,28.27,2022,South America
133,Algeria,25.08,3.84,14.98,27.36,12.5,25.42,2022,Africa
134,Libya,24.6,5.05,15.3,24.87,19.73,30.05,2022,Africa
135,India,23.89,6.15,15.45,25.56,16.44,76.44,2022,Asia
136,Sri Lanka,22.41,5.66,14.45,26.85,10.97,15.28,2022,Asia
137,Pakistan,17.78,3.43,10.95,15.77,13.55,24.45,2022,Asia
1,Bermuda,145.07,92.86,120.13,141.77,157.7,83.43,2021,North America
2,Switzerland,131.75,55.05,95.1,133.36,126.08,110.96,2021,Europe
3,Norway,106.09,36.18,72.68,100.59,105.9,79.43,2021,Europe
4,Iceland,96.77,43.17,71.16,88.84,102.24,71.88,2021,Europe
5,Denmark,91.67,36.18,65.16,72.62,104.92,94.73,2021,Europe
6,Luxembourg,88.28,61.62,75.54,80.71,94.66,95.38,2021,Europe
7,Japan,87.77,28.03,59.23,90.47,49.74,76.53,2021,Asia
8,Israel,86.63,31.9,60.48,73.68,91.1,70.36,2021,Asia
9,Bahamas,85.85,34.54,61.33,69.35,89.29,49.31,2021,North America
10,Singapore,85.59,64.77,75.64,75.31,62.07,83.62,2021,Asia
11,Australia,84.14,38.38,62.28,81.14,76.28,99.29,2021,Oceania
12,Ireland,83.11,45.42,65.1,67.8,82.34,73.84,2021,Europe
13,Barbados,81.49,21.09,52.63,71.51,72.85,45.34,2021,North America
14,South Korea,81.2,22.91,53.35,99.84,43.98,76.6,2021,Asia
15,France,80.62,27.79,55.38,77.46,75.48,74.06,2021,Europe
16,Hong Kong,79.94,74.24,77.22,81.73,58.6,62.45,2021,Asia
17,Sweden,79.17,28.08,54.76,71.67,77.23,90.55,2021,Europe
18,New Zealand,79.14,35.38,58.23,75.03,69.18,81.44,2021,Oceania
19,Seychelles,78.92,34.32,57.61,78.56,84.24,18.03,2021,Africa
20,Netherlands,78.64,39.31,59.85,61.63,81.62,83.89,2021,Europe
21,Belgium,78.52,26.84,53.83,67.33,82.4,76.54,2021,Europe
22,Finland,77.46,28.04,53.85,65.6,81.22,89.05,2021,Europe
23,Lebanon,75.88,24.08,51.13,72.51,62.89,29.49,2021,Asia
24,Austria,75.49,28.42,53,67.62,70.98,78.23,2021,Europe
25,Malta,73.61,32.96,54.19,63.41,77.04,41.89,2021,Europe
26,Italy,73.11,22.91,49.13,62.46,75.6,58.7,2021,Europe
27,United States of America,71.92,41.14,57.21,70.24,69.42,102.58,2021,North America
28,United Kingdom,71.03,31.61,52.19,56.38,74.69,82.56,2021,Europe
29,Germany,70.62,29.64,51.04,54.69,65,93.72,2021,Europe
30,Canada,70.08,32.48,52.12,68.5,63.96,82.76,2021,North America
31,Macao,69.6,44.39,57.56,66.28,48.93,67.6,2021,Asia
32,Puerto Rico,69.51,19.42,45.58,72.13,58.12,69.22,2021,North America
33,Taiwan,65.25,17.92,42.64,79.11,28.8,56.08,2021,Asia
34,Qatar,64.23,46.59,55.8,56.72,62.58,93.12,2021,Asia
35,Cyprus,64.05,22.7,44.29,51.68,66.31,52.34,2021,Europe
36,United Arab Emirates,61.67,40.62,51.61,48.84,61.25,85.74,2021,Asia
37,Greece,60.96,13.05,38.07,47.66,55.71,38.95,2021,Europe
38,Slovenia,59.38,18.88,40.03,51.46,47.86,56.14,2021,Europe
39,Spain,59.09,23.59,42.13,48.74,56.99,62.68,2021,Europe
40,Bahrain,57.7,29.53,44.24,46.96,52.27,53.24,2021,Asia
41,Estonia,56.45,16.27,37.25,43.35,56.27,61.22,2021,Europe
42,Croatia,56.36,14.94,36.57,49.1,46.13,43.13,2021,Europe
43,Palestine,55.88,9.98,33.95,50.24,36.21,39.1,2021,Asia
44,Cuba,55.54,14.89,36.12,46.93,32.85,1.42,2021,North America
45,Trinidad And Tobago,55.48,16.44,36.83,53.09,52.21,39,2021,North America
47,Ethiopia,54.3,15.59,35.8,37.47,18.17,10.1,2021,Africa
48,Panama,54.07,22.58,39.02,54.77,45.48,32.05,2021,North America
49,Jamaica,53.16,15.93,35.37,55.94,33.12,32.21,2021,North America
50,Portugal,52.88,22.31,38.27,42.01,43.24,44.96,2021,Europe
51,Latvia,52.87,13.17,33.9,41.36,44.92,45.94,2021,Europe
52,Mauritius,52.57,12.32,33.34,54.15,37.56,27.38,2021,Africa
53,Belize,52.45,11.56,32.91,47.82,36.1,45.71,2021,North America
54,Jordan,52.17,9.69,31.87,42.76,42.08,33.13,2021,Asia
55,Suriname,51.86,10.42,32.06,50.39,62.59,16.47,2021,South America
56,Zimbabwe,51.52,9.44,31.41,45.56,39.29,22.1,2021,Africa
57,Yemen,51.46,6.21,29.84,61.17,23.62,14.75,2021,Asia
58,Uruguay,51.09,13.56,33.16,40.83,48.95,30.62,2021,South America
59,Costa Rica,50.64,14.52,33.38,48.03,41.33,39.01,2021,North America
60,Oman,50.18,17.32,34.48,46.9,41.88,84.45,2021,Asia
61,Saudi Arabia,49.95,11.64,31.64,41.74,31.98,88.18,2021,Asia
62,Kuwait,49.4,31.43,40.82,35.87,45.12,75.32,2021,Asia
63,Brunei,49.35,23.44,36.97,47.21,35.86,89.03,2021,Asia
64,Chile,49.33,14.66,32.76,41.82,45.96,33.33,2021,South America
65,Thailand,49.32,16.33,33.56,50.64,24.19,31.36,2021,Asia
67,Slovakia,49.08,17.43,33.96,42.96,37.47,50.39,2021,Europe
68,Fiji,48.54,17.77,33.84,53.43,38.55,30.04,2021,Oceania
69,Cambodia,47.91,14.56,31.98,48.64,23.1,11.4,2021,Asia
70,Lithuania,47.66,14.63,31.88,37.28,45.96,54.6,2021,Europe
71,Guatemala,44.76,15.24,30.66,41.68,32.45,25.64,2021,North America
72,El Salvador,44.57,13.33,29.64,42.69,33.33,20.72,2021,North America
73,Nicaragua,42.77,7.99,26.15,41.07,29.47,16.69,2021,North America
74,Hungary,42.75,12.75,28.42,35.46,34.24,49.81,2021,Europe
75,Cameroon,42.57,7.42,25.78,42.88,24.67,15.37,2021,Africa
76,China,42.54,16.42,30.06,45.49,28.4,57.47,2021,Asia
77,Honduras,42.2,10.63,27.12,35.13,28.73,31.06,2021,North America
78,Poland,42.04,18.09,30.6,33.45,35.38,47.09,2021,Europe
79,South Africa,41.69,15.94,29.38,34.59,37.22,72.92,2021,Africa
80,Dominican Republic,41.54,9.81,26.38,36.12,35.28,21.72,2021,North America
81,Montenegro,41.43,11.75,27.25,32.55,32.54,35.36,2021,Europe
82,Iran,41.34,17.88,30.13,36.26,25.85,19,2021,Asia
83,Namibia,41.02,14.29,28.25,35.67,35.58,53.28,2021,Africa
84,Bulgaria,40.92,9.88,26.09,35.24,31.88,40.26,2021,Europe
85,Philippines,40.65,10.41,26.2,38.91,22.16,19.71,2021,Asia
86,Ghana,40.63,18.44,30.02,41.21,31.53,15.19,2021,Africa
87,Botswana,40.41,10.74,26.23,34.64,41.52,61.95,2021,Africa
88,Albania,40.25,9.21,25.42,32.73,30.71,26.58,2021,Europe
89,Ecuador,40.08,12.03,26.68,36.42,28.55,30.54,2021,South America
90,Malaysia,39.51,10.77,25.78,40.2,21.71,56.1,2021,Asia
91,Serbia,39.19,9.83,25.17,29.68,30.59,35.83,2021,Europe
92,Bosnia And Herzegovina,38.56,7.13,23.54,31.84,25.7,42.56,2021,Europe
93,Romania,38.5,10.76,25.25,33.45,32.38,45.19,2021,Europe
94,Myanmar,38.06,21.71,30.25,39.59,21.22,10.67,2021,Asia
95,Vietnam,38.05,14.16,26.63,38.32,19.03,27.26,2021,Asia
96,Argentina,37.87,8.49,23.83,29.2,33.39,34.56,2021,South America
97,Indonesia,37.44,10.29,24.47,39.4,17.99,20.89,2021,Asia
98,Somalia,37.42,5.9,22.36,44.46,26.73,27.23,2021,Africa
99,Morocco,36.85,9.72,23.89,32.78,26.33,32.17,2021,Africa
100,Kenya,36.3,9.17,23.33,33.38,30.5,27.67,2021,Africa
101,Peru,36.26,12.25,24.79,33.83,23.56,28.81,2021,South America
102,Bolivia,36.11,10.76,23.99,31.94,25.24,37.23,2021,South America
103,Mozambique,35.89,15.12,25.97,29.07,29.28,16.4,2021,Africa
104,Mexico,35.05,11.62,23.86,33.64,28.92,35.54,2021,North America
105,Tanzania,34.6,13.11,24.33,30.62,25.16,16.05,2021,Africa
106,North Macedonia,34.15,6.72,21.04,28.46,22.46,31.97,2021,Europe
107,Rwanda,34.07,14.92,24.92,28.51,28.54,21.97,2021,Africa
108,Bangladesh,33.31,4.9,19.74,31.49,20.39,24.07,2021,Asia
109,Mongolia,33.17,9.91,22.05,33.11,23.35,28.09,2021,Asia
110,Russia,33.17,9.77,21.99,27.81,30.65,34.61,2021,Europe
111,Iraq,32.72,9.76,21.75,27.48,25.64,39.75,2021,Asia
112,Moldova,32.68,8.65,21.2,26.07,26.59,26.99,2021,Europe
113,Uganda,32.18,7.29,20.29,28.93,22,13.97,2021,Africa
114,Brazil,31.82,8.12,20.5,25.41,22.55,28.66,2021,South America
115,Armenia,31.68,10.36,21.5,24.56,27.25,26.13,2021,Asia
116,Turkey,31.48,6.1,19.35,28.11,19.91,35.35,2021,Asia
117,Sri Lanka,31.28,8.54,20.42,36.47,16.54,20.77,2021,Asia
118,Colombia,31,9.96,20.94,26.28,21.8,26.13,2021,South America
119,Azerbaijan,30.9,9.02,20.45,26.23,28.66,25.77,2021,Asia
120,Paraguay,30.72,9.77,20.71,24.55,24.34,27.51,2021,South America
121,Belarus,30.69,9.19,20.42,26.57,31.03,31.96,2021,Europe
122,Egypt,30.1,5.97,18.57,26.53,24.91,19.99,2021,Africa
123,Kazakhstan,29.76,9.31,19.99,25.61,25.8,34.92,2021,Asia
124,Nigeria,29.74,28.91,29.34,31.23,17.97,9.78,2021,Africa
125,Tunisia,29.5,5.77,18.16,28.48,15.75,27.81,2021,Africa
127,Ukraine,29.21,8.74,19.43,24.34,23.72,30.1,2021,Europe
128,Syria,29.03,5.68,17.87,28.38,23.48,8.08,2021,Asia
129,Nepal,28.86,4.54,17.24,26.45,19.68,20.63,2021,Asia
130,Algeria,28.31,5.01,17.18,29.09,14.98,24.77,2021,Africa
131,Zambia,28.06,6.75,17.88,27.12,16.18,59.47,2021,Africa
132,Georgia,28.05,9.42,19.15,24.37,24.22,25.67,2021,Asia
133,Uzbekistan,27.12,8.06,18.01,23.91,21.43,21.96,2021,Asia
134,Afghanistan,26.33,3.85,15.59,19.3,16.98,26.58,2021,Asia
135,India,25.16,5.77,15.9,26.26,17.66,47.13,2021,Asia
136,Kyrgyzstan,22.98,7.43,15.55,20.57,19.19,22.01,2021,Asia
137,Libya,22.32,5.68,14.37,25.3,13.31,31.81,2021,Africa
138,Pakistan,21.59,4.37,13.36,19.06,17.24,27.28,2021,Asia
1,Switzerland,122.4,50.25,87.89,120.27,123.01,119.53,2020,Europe
2,Norway,101.43,36.15,70.21,91.14,109.28,88.38,2020,Europe
3,Iceland,100.48,46.95,74.88,86.89,113.74,79.44,2020,Europe
4,Japan,83.35,25.97,55.9,81.82,48.95,87.28,2020,Asia
5,Denmark,83,31.92,58.57,61.74,100.75,100.88,2020,Europe
6,Bahamas,82.51,36.36,60.43,62.65,83.66,54.18,2020,North America
7,Luxembourg,81.89,54.92,68.99,69.1,89.85,103.92,2020,Europe
8,Israel,81.15,31.33,57.32,66.31,88.65,78.09,2020,Asia
9,Singapore,81.1,63.27,72.58,66.75,58.99,88.96,2020,Asia
10,South Korea,78.18,22.86,51.72,91.31,44.87,85.21,2020,Asia
11,Hong Kong,77.22,79.57,78.35,75.94,54.36,65.32,2020,Asia
12,Barbados,76.02,19.7,49.08,65.2,68.14,51.1,2020,North America
13,Ireland,75.91,43.88,60.59,58.35,81.24,80.88,2020,Europe
14,France,74.14,25.39,50.82,67.9,72.54,80.36,2020,Europe
15,Netherlands,73.75,35.18,55.3,55.87,80.48,90.73,2020,Europe
16,Australia,73.54,34.86,55.04,67.23,70.32,107.31,2020,Oceania
17,New Zealand,72.53,32.09,53.19,64.69,68.8,92.66,2020,Oceania
18,Belgium,71.78,25.43,49.61,58.66,80.14,86.28,2020,Europe
19,Seychelles,71.59,32.34,52.81,64.61,84.86,21.67,2020,Africa
20,United States of America,71.05,40.32,56.36,66.61,70.74,109.52,2020,North America
21,Austria,70.38,26.81,49.54,61.73,68.09,82.38,2020,Europe
22,Finland,70.29,26.16,49.18,56.52,76.81,99.93,2020,Europe
23,Sweden,69.85,25.9,48.83,60.47,72.35,101.73,2020,Europe
24,Canada,67.62,30.73,49.98,63.68,63.53,95.09,2020,North America
25,Puerto Rico,67.54,19.29,44.46,65.76,58.68,79.38,2020,North America
26,Malta,67.46,31.04,50.04,54.9,75.94,46.32,2020,Europe
27,United Kingdom,67.28,29.85,49.38,51.27,74.13,91.73,2020,Europe
28,Italy,67.26,21.22,45.24,55.44,72.32,65.59,2020,Europe
29,Germany,65.26,27.06,46.99,49.23,61.58,102.36,2020,Europe
30,Macao,64.84,43.98,54.87,62,43.37,80.9,2020,Asia
31,Qatar,64.04,47.44,56.1,53.61,66.83,111.69,2020,Asia
32,United Arab Emirates,61.98,41.07,51.98,47.63,61.32,91.58,2020,Asia
33,Taiwan,61.37,16.42,39.87,71.51,28.49,65.67,2020,Asia
34,Lebanon,60.5,24.54,43.3,43.92,58.16,44.47,2020,Asia
35,Bahrain,58.94,30.95,45.55,48.11,54.55,57.88,2020,Asia
36,Cyprus,57.93,20.54,40.05,44.21,63.11,57.41,2020,Europe
37,Jamaica,57.82,15.25,37.46,58.96,38.12,32.37,2020,North America
38,Greece,55.67,11.68,34.62,41.63,53.74,43.68,2020,Europe
39,Zimbabwe,55.3,11.02,34.12,50.8,40.79,26.03,2020,Africa
40,Palestine,54.54,8.83,32.68,46.67,38.93,46.91,2020,Asia
41,Ethiopia,54.39,20.9,38.37,36.3,19.37,8.34,2020,Africa
42,Panama,54.16,24.76,40.09,53.03,47.27,34.23,2020,North America
43,Costa Rica,53.98,15.55,35.6,49.6,43.51,42.61,2020,North America
44,Spain,53.77,21.77,38.46,42.38,52.07,72.03,2020,Europe
45,Trinidad And Tobago,53.7,17.26,36.27,49.43,49.83,45.7,2020,North America
46,Jordan,53.67,11.54,33.52,43.32,47.12,34.88,2020,Asia
47,Slovenia,53.43,17.09,36.05,43.76,45.43,66.31,2020,Europe
48,Mauritius,53.04,11.99,33.41,48.94,43.96,30.88,2020,Africa
49,Uruguay,51.04,14.43,33.53,40.12,47.41,37.46,2020,South America
50,Estonia,50.93,15.41,33.94,36.57,52.94,71.3,2020,Europe
51,Kuwait,50.37,31.21,41.21,34.68,47.08,85.59,2020,Asia
52,Thailand,49.77,17.1,34.14,49.2,24.9,35.45,2020,Asia
53,Croatia,49.7,13.5,32.38,39.9,42.44,50.42,2020,Europe
54,Portugal,49.52,21.81,36.27,38.14,42.48,49.43,2020,Europe
55,Oman,49.28,17.98,34.31,43.5,44.26,80.97,2020,Asia
56,Belize,49.23,9.74,30.34,41.89,37.05,57.53,2020,North America
57,Saudi Arabia,48.34,11.39,30.67,37.89,33.51,100,2020,Asia
58,Latvia,47.94,12.34,30.91,34.85,42.88,52.48,2020,Europe
59,Cambodia,47.49,14.9,31.9,44.56,25.19,11.29,2020,Asia
60,Fiji,47.48,18.55,33.64,52.67,35.87,33.17,2020,Oceania
62,El Salvador,45.57,13.48,30.22,43.67,34.8,24.71,2020,North America
63,Brunei,44.71,23.08,34.36,37.11,38.06,86.95,2020,Asia
64,Nicaragua,44.56,7.61,26.88,41.71,31.41,23.92,2020,North America
65,Slovakia,44.46,16.11,30.9,37.51,33.82,56.94,2020,Europe
66,Lithuania,44.28,13.65,29.63,33.63,42.7,57.85,2020,Europe
67,Dominican Republic,44.06,10.62,28.06,35.93,38.27,23.95,2020,North America
68,Chile,43.62,13.39,29.16,36.45,41.57,42.5,2020,South America
69,Cuba,43.46,4.84,24.99,37.4,30.95,2.18,2020,North America
70,Suriname,43.14,7.79,26.23,45.78,34.98,22.39,2020,South America
71,Namibia,43.1,16.12,30.19,36.8,39.22,55.65,2020,Africa
72,South Africa,42.87,16.61,30.31,33.29,40.58,73.61,2020,Africa
73,Guatemala,42.7,15.29,29.59,37.41,33,39.83,2020,North America
74,Honduras,42.17,10.6,27.07,33.33,30.55,30.26,2020,North America
75,Myanmar,42.11,23.78,33.35,44.68,19.04,10.22,2020,Asia
76,Ecuador,40.98,11.96,27.1,35.46,30.66,36.08,2020,South America
77,Hungary,40.85,13.97,27.99,30.77,34.46,47.55,2020,Europe
78,Brazil,40.22,10.65,26.08,29.2,30.78,32.81,2020,South America
79,Kenya,40.21,10.73,26.11,35.35,35.06,27.32,2020,Africa
80,China,40.04,16.38,28.72,40.37,29.16,60.88,2020,Asia
81,Poland,40.04,15.67,28.38,30.55,33.45,59.61,2020,Europe
82,Russia,39.21,11.36,25.89,31.08,39.61,38.94,2020,Europe
83,Botswana,39.13,11.12,25.73,31.74,39.98,58.1,2020,Africa
84,Malaysia,39.12,11,25.67,37.58,22.94,64.49,2020,Asia
85,Iraq,39.04,11.28,25.76,31.85,32.72,42.43,2020,Asia
86,Iran,39.01,14.48,27.28,35.54,25.12,22.69,2020,Asia
87,Somalia,38.68,4.75,22.45,45.88,27.04,33.24,2020,Africa
88,Peru,38.65,12.78,26.28,33.8,24.69,33.95,2020,South America
89,Vietnam,38.34,13.57,26.5,37.06,19.59,28.14,2020,Asia
90,Montenegro,38.23,10.38,24.91,28.63,33.16,39.8,2020,Europe
91,Ghana,37.65,19.41,28.93,37.17,26.59,14.66,2020,Africa
92,Philippines,37.63,9,23.94,33.46,20.84,23.48,2020,Asia
93,Indonesia,37.27,10.62,24.52,37.36,18.25,25.05,2020,Asia
94,Bulgaria,36.7,9.64,23.75,30.09,29.14,49.37,2020,Europe
95,Albania,36.39,8.55,23.07,28.39,26.75,29.56,2020,Europe
96,Bosnia And Herzegovina,35.97,6.72,21.97,28.08,25.1,41.83,2020,Europe
